"name","guess","confidence","female","male","source"
"CRAIG C. SMITH US","male",1,0,1,"google"
"Craig W. Irwin Jupiter FL US","male",0.75,0,2,"yahoo"
"Craig W. Irwin US","male",1,0,3,"google"
"Craig W. Lindsley US","male",1,0,1,"ask"
"Csaba Szabo HU","male",1,0,1,"ask"
"CUC K. HUYNH US","female",1,2,0,"ask"
"Curtis A. Ray US","male",0.666666667,1,2,"ask"
"Curtis D. Lamb US","male",1,0,4,"ask"
"Curtis J. Knapper US","male",1,0,2,"google"
"Curtis Lee Brown US","male",1,0,7,"ask"
"Dae Shik Park US","male",1,0,1,"ask"
"DAISUKE NAGANO JP","male",1,0,2,"google"
"Daisuke Watanabe JP","male",1,0,11,"google"
"Dale A. Jones US","male",1,0,3,"ask"
"Dale E. Whipple US","male",1,0,2,"google"
"Dale Francis Schmaltz US","male",1,0,2,"ask"
"Dale Robinson US","male",1,0,7,"ask"
"Dalheun Shin KR","male",1,0,1,"google"
"Dal-Heun Shin KR","male",1,0,1,"google"
"Damian Gerard Weaver US","male",1,0,1,"ask"
"Damon Ray Black US","male",1,0,3,"google"
"Dan Albeck IL","male",1,0,5,"google"
"Dana B. Whitney US","female",1,2,0,"ask"
"DANA GIULIAN US","male",1,0,1,"google"
"Dana R. Coldren US","male",1,0,2,"google"
"Danan Dou US","male",1,0,4,"ask"
"Daniel A. Lawlyes US","male",1,0,2,"ask"
"Daniel A. Snider US","male",1,0,2,"ask"
"DANIEL B. DOW US","male",1,0,2,"google"
"Daniel B. Klitsner Larkspur CA US","male",0.75,0,2,"yahoo"
"Daniel C. Taylor US","male",1,0,7,"google"
"DANIEL CELERIER FR","male",1,0,1,"google"
"Daniel Christopher Dial US","male",1,0,1,"ask"
"Daniel D. Maupin Columbus WI US","male",0.833333333,0,4,"yahoo"
"Daniel D. Maupin US","male",1,0,3,"google"
"Daniel Delorme CA","male",1,0,4,"google"
"Daniel F. Smith US","male",1,0,4,"ask"
"Daniel Frank Veber US","male",1,0,3,"google"
"Daniel G. Custer US","male",1,0,12,"google"
"Daniel G. Wagner US","male",1,0,5,"ask"
"Daniel Gelber US","male",1,0,3,"ask"
"Daniel Goldman IL","male",1,0,1,"google"
"Daniel H. Kass US","unknown",0.5,2,2,"google"
"Daniel J. Drucker CA","male",1,0,9,"google"
"Daniel Jacobs US","male",1,0,2,"ask"
"DANIEL JOSEPH BURCH US","male",1,0,2,"ask"
"Daniel Joseph Burch US","male",1,0,2,"google"
"DANIEL L. TRACY US","male",1,0,3,"ask"
"Daniel Laurent CH","male",1,0,2,"google"
"Daniel Marius MAN FR","male",1,0,12,"bing"
"Daniel Marius Man FR","male",1,0,12,"bing"
"DANIEL P BECKER US","male",1,0,1,"ask"
"DANIEL P GETMAN US","male",1,0,3,"ask"
"DANIEL P. BECKER US","male",1,0,4,"google"
"Daniel P. Crow US","male",1,0,2,"ask"
"DANIEL P. GETMAN US","male",1,0,13,"google"
"Daniel P. McNaught CA","male",1,0,3,"ask"
"Daniel Soro FR","male",1,0,1,"ask"
"Daniel Timothy Kohlman US","male",1,0,5,"google"
"Daniel W. Kazmierski Chatsworth GA US","female",0.8,3,0,"yahoo"
"Daniel W. Kazmierski US","male",1,0,1,"google"
"Daniela Fischer DE","male",1,0,2,"google"
"Danlin HE CN","male",1,0,12,"bing"
"Danny E. Scott US","male",0.833333333,1,5,"google"
"DANY THONE BE","unknown",0.5,3,3,"ask"
"DANY THONE BEERSE BE","male",0.666666667,1,3,"yahoo"
"DARIA JEAN HAZUDA US","female",0.75,3,1,"google"
"Darko Pervan SE","male",1,0,2,"google"
"DARVIN R. EDWARDS US","male",1,0,5,"ask"
"Daryl Wheeler AU","male",1,0,2,"google"
"Dasong Wang US","male",1,0,1,"ask"
"Datong Chen US","male",1,0,2,"google"
"Dave Allen Soerens US","male",1,0,4,"google"
"David A. Ball US","male",0.8,1,4,"ask"
"David A. Hebert US","male",1,0,2,"google"
"David A. Preves US","male",1,0,1,"google"
"David A. Tong US","male",1,0,2,"ask"
"David A. Zeichner US","male",1,0,1,"google"
"David Alan Jones GB","male",1,0,1,"ask"
"David Alan Sawyer GB","male",1,0,5,"google"
"David Alexander Goulette US","male",1,0,2,"ask"
"David Andrew Griffith US","male",1,0,1,"ask"
"David B. Board US","male",1,0,4,"google"
"David B. Hester US","male",1,0,3,"google"
"David B. Manner US","male",1,0,1,"google"
"David B. Meisner US","male",1,0,1,"google"
"David Broderick US","male",1,0,5,"google"
"David C. Cullen GB","unknown",0.5,1,1,"ask"
"David C. H. Cheng TW","female",1,1,0,"google"
"David Cladingboel GB","male",1,0,2,"google"
"David Coates GB","male",1,0,1,"google"
"David D. Thompson Gales Ferry CT US","male",0.75,0,2,"yahoo"
"David D. Thompson US","male",0.875,1,7,"google"
"David E. King US","male",1,0,2,"google"
"David Emil Nelson US","male",1,0,1,"ask"
"David Fan US","male",1,0,4,"google"
"David Fikstad US","male",1,0,1,"google"
"David G. Wasinger US","male",1,0,1,"ask"
"David Gunn US","male",1,0,20,"google"
"David H. Thibado Baldwinsville NY US","male",0.666666667,0,1,"yahoo"
"David H. Thibado US","female",1,2,0,"google"
"David I. Walker CA","male",1,0,1,"google"
"David I.G. Jones US","female",0.714285714,5,2,"ask"
"DAVID J. BOVA HOLLYWOOD FL US","male",0.857142857,0,5,"yahoo"
"DAVID J. BOVA US","male",1,0,2,"google"
"David J. Luca US","male",1,0,3,"google"
"David J. Russell US","male",1,0,3,"ask"
"David Jenkins Gainessville FL US","male",0.75,0,2,"yahoo"
"David Jenkins US","male",1,0,6,"google"
"David Jones DE","male",1,0,10,"google"
"David Joseph Walker US","male",1,0,3,"google"
"David L. Arendsen US","male",1,0,2,"google"
"David L. Seidel US","male",1,0,1,"google"
"DAVID LANE GB","male",1,0,6,"google"
"David Loffredo US","male",1,0,2,"ask"
"David M. McCarthy US","male",1,0,3,"google"
"David M. Stout US","male",1,0,1,"google"
"David Magee CA","male",1,0,3,"google"
"David Meisel US","female",1,1,0,"google"
"David Michael Goldstein US","male",1,0,1,"ask"
"David Michael Schertz Roswell GA US","male",0.8,0,3,"yahoo"
"David Michael Schertz US","male",1,0,3,"ask"
"David N. Walter US","male",1,0,9,"google"
"David Naghi US","male",1,0,4,"google"
"David Nichols Heard US","male",0.75,2,6,"ask"
"David P. Cross US","male",1,0,4,"ask"
"David Pentreath Wilkinson CA","male",1,0,1,"ask"
"David Philip Elder GB","male",1,0,1,"google"
"David R. Hembree US","male",0.75,1,3,"ask"
"David R. Zittel US","male",1,0,1,"ask"
"David Robert skinner US","male",1,0,1,"google"
"David S. Breed US","male",1,0,2,"google"
"David Smith GB","male",1,0,12,"google"
"David Smith Manchester GB","male",0.916666667,0,10,"yahoo"
"David Stanley McGrath AU","male",1,0,2,"google"
"DAVID T. CURIEL BIRMINGHAM AL US","male",0.833333333,0,4,"yahoo"
"DAVID T. CURIEL US","male",1,0,1,"google"
"David Thomas Connor US","female",1,2,0,"yahoo"
"David W. Boykin US","male",1,0,3,"ask"
"David W. Buchwald US","male",1,0,1,"ask"
"David W. Carlson US","male",1,0,4,"google"
"David Wilfred Johnson US","male",1,0,3,"ask"
"Davin C. Dillon US","male",0.75,1,3,"ask"
"Dawei He CN","male",1,0,12,"bing"
"Dawei HE CN","male",1,0,12,"bing"
"Deborah Challis GB","male",1,0,1,"google"
"DEBORAH L. ZINK US","female",1,1,0,"ask"
"Deen Tulshian US","male",1,0,3,"google"
"Deepak S. Phadke US","male",1,0,1,"google"
"Delphine Bresson-Rival FR","female",0.666666667,2,1,"ask"
"Denes Marton US","male",1,0,1,"ask"
"Denis Barritault FR","male",1,0,6,"google"
"Dennis Bigg FR","male",1,0,2,"google"
"DENNIS C. SOLES ROCHESTER HILLS MI US","male",0.666666667,0,1,"yahoo"
"DENNIS C. SOLES US","male",1,0,3,"google"
"Dennis DellaRovere Mendon MA US","male",0.5,1,1,"yahoo"
"Dennis DellaRovere US","male",1,0,4,"google"
"Dennis Fowler US","male",1,0,2,"google"
"Dennis J. Hoover US","male",1,0,6,"google"
"DENNIS M. CURLEY US","male",1,0,2,"ask"
"Dennis Mitchell US","male",1,0,8,"google"
"Dennis Seung-Man Yang US","male",1,0,12,"bing"
"Dennis W. Readey US","male",1,0,2,"ask"
"Derek D. Mahoney US","male",1,0,1,"google"
"Detlef Haje DE","male",1,0,2,"google"
"DETLEF OHMS DE","male",1,0,2,"ask"
"Dev K. Mehra US","male",1,0,4,"google"
"DEWAYNE ANDERSON US","male",1,0,2,"google"
"DHAMMIKA N. NANAYAKKARA US","male",1,0,1,"ask"
"Dick de Vos NL","male",1,0,3,"google"
"Dick Heinegard Lund SE","male",0.666666667,0,1,"yahoo"
"Dick Heinegard SE","male",1,0,5,"google"
"Didier Maurice Menetrier FR","male",1,0,1,"google"
"Dieter Baukloh DE","unknown",0.5,2,2,"google"
"Dieter Kalweit DE","male",1,0,1,"google"
"Dieter Koch CH","male",1,0,2,"ask"
"Dieter Schmidt DE","male",1,0,3,"google"
"Dieter Spark DE","female",1,1,0,"google"
"Dieter Teufel DE","male",1,0,2,"ask"
"Dietmar Reichert DE","male",1,0,1,"google"
"Dietmar Schmid DE","male",1,0,1,"google"
"Dietmar Schwarzenthal DE","male",1,0,1,"google"
"Dietmar Weisensel DE","male",1,0,3,"ask"
"Dietmar Weisensel Sinzing DE","male",0.8,0,3,"yahoo"
"Dietrich Gehrmann DE","male",1,0,1,"ask"
"Dilip M. Shah Glastonbury CT US","male",0.75,0,2,"yahoo"
"Dilip M. Shah US","male",1,0,1,"google"
"Dimitrie Negulescu DE","male",1,0,2,"google"
"Dinesh Chopra US","male",1,0,2,"google"
"Dirk A. Heerding US","male",1,0,2,"google"
"DIRK BUDDE DE","unknown",0.5,1,1,"google"
"Dirk van Manen NL","male",1,0,1,"google"
"Dirk Vanderschueren BE","male",1,0,3,"ask"
"Dirk Vanderschueren Merelbeke BE","male",0.8,0,3,"yahoo"
"Dirk Volkel AT","male",1,0,4,"ask"
"Dmitri A. Choutov US","male",1,0,1,"google"
"Dmitry Kochman US","male",1,0,1,"google"
"DOLATRAI VYAS US","male",1,0,1,"google"
"Dominic Stephen Rosati US","female",0.6,3,2,"ask"
"DOMINIQUE CANPONT FR","male",1,0,2,"ask"
"DOMINIQUE CHERVIN FR","male",1,0,1,"google"
"Donald A. Becken US","unknown",0.5,1,1,"google"
"Donald Anson US","male",0.571428571,3,4,"ask"
"Donald E. DeWitt US","male",1,0,3,"google"
"Donald J. Abraham US","male",1,0,3,"ask"
"Donald J. Buschek US","male",1,0,2,"ask"
"Donald M. Jolley US","male",1,0,6,"ask"
"Donald R. Cutler US","male",1,0,1,"ask"
"Donald R. Kaker US","male",1,0,2,"ask"
"Donald Spector US","male",1,0,2,"ask"
"Dong He CN","male",1,0,12,"bing"
"Dong-hyun Kim KR","male",1,0,1,"ask"
"Dongming HE US","male",1,0,12,"bing"
"Dongming He US","male",1,0,12,"bing"
"DONG-PING HE CN","male",1,0,12,"bing"
"DOROTHEA STARCK DE","female",1,3,0,"ask"
"Douglas D. Cary US","male",1,0,2,"google"
"Douglas D. Lazarus US","male",1,0,4,"google"
"Douglas G. Evans US","male",1,0,5,"google"
"Douglas R. Dole US","male",1,0,1,"google"
"DOUGLAS SAHLBERG US","male",1,0,2,"google"
"Douglas T. Ross US","male",1,0,5,"ask"
"Douglas V. Faller US","male",1,0,2,"ask"
"Dr. Daniel Conrad US","male",1,0,3,"google"
"Duane Cook US","male",1,0,1,"google"
"Duane D Miller US","male",1,0,4,"google"
"Duk-Kyun Ahn KR","female",1,3,0,"google"
"E. Ann Hallinan US","male",1,0,2,"ask"
"E. Itzhak Lerner IL","female",1,1,0,"ask"
"E. Michael Ackley US","male",1,0,11,"ask"
"Earl Martin CA","male",1,0,2,"google"
"Earl R. Oberholtzer US","female",1,1,0,"ask"
"Earl R. Speicher US","female",1,1,0,"ask"
"Ebbe Juul-Hansen DK","female",1,1,0,"google"
"Eberhard Amtmann DE","female",1,1,0,"google"
"EBERHARD MACK DE","male",1,0,1,"google"
"Ebrahim Andideh US","male",1,0,1,"google"
"Eckart Bartnik DE","male",1,0,2,"google"
"Eckhard Gunther DE","male",0.666666667,1,2,"google"
"Eddie E. Watts US","male",1,0,3,"google"
"Edmond J. LaVoie Princeton Junction NJ US","male",0.666666667,0,1,"yahoo"
"Edmond J. LaVoie US","male",1,0,1,"google"
"Edmund P. Harrigan US","male",1,0,5,"ask"
"Edmund Patrick Harrigan US","male",1,0,3,"ask"
"Eduard Golovatai-Schmidt DE","male",1,0,2,"ask"
"Eduard Muller CH","male",1,0,3,"google"
"Eduard Muller Winterthur CH","male",0.666666667,0,1,"yahoo"
"Eduardo Betancourt US","male",1,0,2,"google"
"Edward A. Beeloo US","male",1,0,2,"ask"
"Edward A. Hunter US","male",1,0,3,"google"
"Edward D. English US","male",1,0,2,"google"
"Edward D. Pingleton US","male",1,0,1,"google"
"Edward Eugene Gibler US","male",1,0,1,"google"
"Edward Lynch GB","male",1,0,2,"google"
"Edward Lynch West Dulwich GB","male",0.888888889,0,7,"yahoo"
"Edward Patrick Garvey US","male",1,0,3,"ask"
"Edward Roberts CA","male",1,0,23,"google"
"Edward S. Poleshuk Greensboro NC US","female",0.75,2,0,"yahoo"
"Edward S. Poleshuk US","male",1,0,1,"google"
"EDWARD STEWART JOHNSON GB","male",1,0,3,"google"
"Edward T. Leitkowski US","male",1,0,3,"google"
"Edwin Gobrecht DE","male",1,0,1,"ask"
"EDWIN H. CHRISTENSEN US","male",1,0,1,"ask"
"Edwin Palesch DE","female",1,2,0,"google"
"EGBERT LOX DE","male",1,0,1,"google"
"Egbert Lox DE","male",1,0,1,"google"
"Egbert Lox Hanau DE","male",0.8,0,3,"yahoo"
"EIJI HAYAKAWA JP","male",1,0,2,"ask"
"Eiji Shimizu JP","male",1,0,3,"google"
"Eiko Yasuhara Chiba JP","male",0.666666667,0,1,"yahoo"
"Eiko Yasuhara JP","female",0.928571429,13,1,"google"
"Eisaku Ito JP","male",1,0,1,"google"
"Eisaku Shimizu JP","male",1,0,4,"ask"
"EISAKU SHIMIZU JP","male",0.875,1,7,"google"
"Eizo Takahashi JP","unknown",0.5,1,1,"google"
"Ekkehard Pott DE","male",1,0,5,"ask"
"Elaine L. Jacobson US","female",1,2,0,"ask"
"Elfed I. Williams GB","male",1,0,1,"google"
"ELIZABETH G. JACOBS US","female",1,2,0,"ask"
"Elke Schweers DE","male",1,0,1,"google"
"Ellen Giebeler DE","male",1,0,1,"google"
"Elroy T. Cantrell US","male",1,0,2,"google"
"Elsie Belcheff CA","female",0.555555556,5,4,"ask"
"Emilio J. Gutierrez US","male",1,0,2,"google"
"Emmett Barry Sanford US","male",1,0,4,"google"
"Emonds-Alt Xavier FR","male",1,0,1,"google"
"Endale G. Haile-mariam US","male",1,0,2,"google"
"Enjie HE CN","male",1,0,12,"bing"
"Erhard Liebig DE","male",1,0,1,"google"
"Eric A. Hanscom San Pedro CA US","male",0.8,0,3,"yahoo"
"Eric A. Hanscom US","male",1,0,7,"google"
"Eric Beishline US","male",1,0,5,"ask"
"Eric C. Griffith US","male",1,0,1,"ask"
"Eric C. Huffman Lowell MI US","male",0.8,0,3,"yahoo"
"Eric C. Huffman US","male",1,0,4,"google"
"Eric C. Jacobson US","male",1,0,3,"google"
"Eric Cleveland Bigham US","female",1,1,0,"ask"
"Eric Clever US","male",1,0,1,"google"
"Eric D. Ramseyer US","male",1,0,4,"ask"
"Eric D. Thomas US","male",1,0,11,"google"
"Eric David Cox US","female",0.75,3,1,"ask"
"Eric J. Benjamin US","male",1,0,1,"google"
"Eric J. Watsky US","female",1,1,0,"ask"
"ERIC LEE HERTZ BOCA RATON FL US","male",0.75,0,2,"yahoo"
"ERIC LEE HERTZ US","male",1,0,3,"ask"
"Eric McFarland Santa Barbara CA US","male",0.833333333,0,4,"yahoo"
"Eric McFarland US","male",1,0,2,"google"
"Eric Perrier FR","male",1,0,6,"ask"
"Eric W.P. Damen NL","male",1,0,5,"google"
"Erica M. Jehu US","male",0.571428571,3,4,"google"
"Erich Schmid DE","male",0.8,1,4,"google"
"Erik J. Christiansen US","male",1,0,3,"google"
"Erik Krimm DE","female",0.75,6,2,"google"
"ERIK REMAUT BE","male",1,0,2,"google"
"Erika Pinter HU","male",1,0,1,"google"
"Erland Max SE","male",1,0,3,"ask"
"Erminio Depoli IT","female",1,2,0,"ask"
"Ernst Hendrik August Granneman NL","male",1,0,1,"google"
"ERNST WAGNER AT","male",1,0,1,"google"
"ERNST WAGNER LANGENZERSDORF AT","male",0.9,0,8,"yahoo"
"Ernst Wermuth DE","male",1,0,3,"google"
"Ernst-Christian Witte DE","male",1,0,1,"google"
"Ernst-Christian Witte Mannheim DE","male",0.666666667,0,1,"yahoo"
"Erwin Gelfand Englewood CO US","male",0.666666667,0,1,"yahoo"
"Erwin Gelfand US","male",1,0,1,"google"
"ETIENNE PRUGNARD FR","male",1,0,2,"google"
"EUGENE D. THORSETT US","male",1,0,1,"google"
"Eugene J. Van Scott US","male",1,0,3,"google"
"Eugene P. Marsh US","male",1,0,1,"google"
"Eugene Samuel Poliniak US","unknown",0.5,2,2,"ask"
"Eugene V. Ripley US","male",0.75,1,3,"ask"
"Eun Kyu HER KR","female",1,12,0,"bing"
"Eva Ebertseder DE","male",1,0,2,"google"
"EVER J. BARBERO US","male",1,0,1,"ask"
"Everett L. Smith US","male",1,0,2,"google"
"Evgeny Ivanovich Motorny RU","male",1,0,1,"google"
"Ewald Lutum CH","male",1,0,1,"google"
"Eyal Doron IL","male",1,0,1,"ask"
"Eyal Yosef IL","male",1,0,1,"google"
"Fabienne Kociemba FR","male",1,0,1,"google"
"Fabienne Kociemba Toulouse FR","male",0.5,1,1,"yahoo"
"FABIO CARLI IT","male",1,0,4,"google"
"Fabio Natale IT","unknown",0.5,2,2,"google"
"Fan He US","male",1,0,12,"bing"
"FAN HE US","male",1,0,12,"bing"
"Fang Xie CN","female",1,3,0,"google"
"Faraneh Attarchi US","unknown",0.5,1,1,"ask"
"Farshad Ghasripoor US","male",1,0,1,"google"
"Fatih M. Uckun US","male",1,0,4,"ask"
"Feng He CN","male",1,0,12,"bing"
"Feng HE CN","male",1,0,12,"bing"
"Feng He US","male",1,0,12,"bing"
"Feng-Jing Chen US","male",1,0,1,"google"
"Fenjin He US","male",1,0,12,"bing"
"Fermin Viteri US","male",1,0,1,"google"
"Fiza Rashid-Doubell GB","unknown",0.5,1,1,"google"
"Fiza Rashid-Doubell Oxford GB","male",0.5,1,1,"yahoo"
"Folake O. Adebayo US","male",1,0,2,"ask"
"Foo Luen Wong SG","male",1,0,1,"google"
"FRANCESCA, MARY BREWER GB","unknown",0.5,1,1,"google"
"Francesco Salituro US","male",1,0,2,"google"
"Francis Guerit FR","male",1,0,2,"ask"
"Francis J. McCabe US","male",1,0,2,"google"
"Francis Lawrence Kirkpatrick Galway NY US","male",0.5,2,2,"yahoo"
"Francis Lawrence Kirkpatrick US","male",1,0,6,"google"
"Francis M. Cuss US","male",1,0,2,"ask"
"FRANCIS MICHON US","male",1,0,1,"google"
"Franciscus Richard Blom NL","male",1,0,2,"google"
"Franco Stefani IT","male",1,0,3,"google"
"Franco Zambon IT","male",1,0,1,"ask"
"Francois Boutignon FR","unknown",0.5,1,1,"google"
"Francois Decool FR","male",1,0,1,"google"
"Francois Lescure FR","male",1,0,1,"google"
"Frank A. Stone US","female",1,1,0,"google"
"Frank F. Mittricker US","male",1,0,1,"google"
"FRANK GOHRING DE","male",1,0,1,"google"
"Frank H. Walker US","male",1,0,2,"ask"
"Frank Hannemann DE","male",1,0,1,"ask"
"FRANK LOUIS POMPEO US","male",1,0,2,"ask"
"Frank Man-Woon Ng AU","male",1,0,12,"bing"
"Frank Meissner DE","male",1,0,3,"google"
"Frank Runge DE","male",1,0,1,"google"
"Frank Van Der Staay DE","male",1,0,2,"google"
"FRANS SETIABUDI DE","male",1,0,1,"google"
"Frantisek Kiss CZ","male",1,0,1,"google"
"Franz-Josef Kahlen US","male",1,0,2,"google"
"Fred Brown US","male",1,0,5,"ask"
"Fred C. Redeker US","unknown",0.5,3,3,"ask"
"FRED N. HAUSE US","male",1,0,2,"google"
"Freddie H. Fu US","male",1,0,4,"google"
"FREDERIC REVAH FR","male",1,0,2,"google"
"Frederick Felker US","male",1,0,4,"google"
"Frederick Fritz US","male",1,0,2,"google"
"Frederick Paul Layman US","male",1,0,1,"google"
"Frederick Ray Kinder US","male",1,0,5,"ask"
"Friedmund Nagel DE","male",1,0,2,"google"
"Friedrich Bielert DE","male",1,0,1,"google"
"Friedrich Bielert Gottingen DE","male",0.75,0,2,"yahoo"
"Friedrich Durand CH","male",1,0,3,"google"
"Friedrich Richter DE","male",1,0,2,"ask"
"Fumie Takahashi JP","male",0.75,1,3,"google"
"Fumiko Nakano JP","female",1,1,0,"google"
"Fuminori Fujii JP","male",1,0,1,"ask"
"Fumio Hosoda JP","male",1,0,2,"ask"
"Fumio Tajima JP","male",1,0,7,"google"
"Fumio Takagi JP","male",1,0,6,"yahoo"
"G. Brandt Taylor US","female",0.666666667,2,1,"ask"
"G. William Ragland US","male",1,0,1,"google"
"Gabriele Reischl DE","male",1,0,4,"google"
"Gabriele Wiemer DE","male",1,0,1,"google"
"Gaku Kamitani JP","male",1,0,2,"google"
"Gang An US","male",1,0,1,"ask"
"Gang He CA","male",1,0,12,"bing"
"Gang HE US","male",1,0,12,"bing"
"GANGARAO V.S. HOTA US","male",1,0,2,"ask"
"Gaohong HE CN","male",1,0,12,"bing"
"Gar M. Adams US","male",1,0,2,"google"
"Gareth J. Knowles US","male",1,0,8,"google"
"Garrett Walsh IE","male",1,0,3,"ask"
"Garry E. Clark CA","male",1,0,1,"google"
"Gary A. Cain US","male",1,0,4,"ask"
"GARY A. ISAACSON, JR. US","male",1,0,2,"ask"
"Gary A. Kasper US","male",1,0,2,"google"
"GARY E. STRIKER MIAMI FL US","male",0.8,0,3,"yahoo"
"GARY E. STRIKER US","male",1,0,3,"google"
"Gary F. Howorth US","male",1,0,2,"google"
"GARY G. GRAVES MORGANVILLE NJ US","male",0.571428571,2,3,"yahoo"
"GARY G. GRAVES US","male",1,0,3,"google"
"GARY J. BEARDSLEY US","unknown",0.5,1,1,"ask"
"Gary J. Wiley US","male",1,0,1,"google"
"Gary Joseph Drlik US","male",1,0,1,"google"
"Gary L. Janowiak US","male",1,0,2,"google"
"Gary L. Myers US","male",1,0,3,"google"
"Gary Michael Itzel US","male",1,0,1,"google"
"GARY PETER MARTIN GB","male",1,0,2,"google"
"Gary Ray Minnis US","male",1,0,3,"ask"
"Gary W. King US","male",1,0,2,"google"
"Gary W. Rice US","male",1,0,2,"google"
"Gary Ward US","male",0.6,2,3,"ask"
"Gayle J. Herman US","male",1,0,1,"google"
"GEBERT S. MARK US","male",1,0,13,"google"
"GEERT VERRECK BE","unknown",0.5,2,2,"yahoo"
"GENE DAVID PALMER US","male",1,0,5,"google"
"Gene David Palmer US","male",1,0,3,"google"
"Gene Hempel US","male",1,0,1,"google"
"Gennadi Gorodkin BY","male",1,0,1,"ask"
"Geoff Symonds AU","male",1,0,1,"ask"
"GEOFFREY ALLAN RICHMOND VA US","male",0.9,0,8,"yahoo"
"GEOFFREY ALLAN US","male",1,0,3,"google"
"GEOFFREY D. TANSLEY AU","male",1,0,2,"google"
"Geoffrey Douglas Tansley AU","male",1,0,1,"google"
"Geoffrey Douglas Tansley Normanhurst AU","male",0.8,0,3,"yahoo"
"Geoffrey Lee Buckenhof DE","male",0.666666667,0,1,"yahoo"
"Geoffrey Lee DE","male",1,0,1,"google"
"Geoffrey M. Dailey Derby GB","male",0.75,0,2,"yahoo"
"Geoffrey M. Dailey GB","male",1,0,3,"google"
"Geoffrey M. Dailey Newton Solney GB","male",0.75,0,2,"yahoo"
"Geon Seog Son KR","male",1,0,1,"ask"
"Georg ` Mallebrein DE","male",1,0,1,"ask"
"GEORG SALZER DE","female",1,1,0,"ask"
"George Alfred Baron Rosenberg TX US","male",0.875,0,6,"yahoo"
"George Alfred Baron US","male",1,0,4,"google"
"George D. Goodman US","male",1,0,2,"ask"
"George Fanta US","male",1,0,1,"google"
"GEORGE FINK GB","male",0.6,2,3,"google"
"George H. Sands US","male",1,0,2,"google"
"George Hartman US","male",1,0,3,"google"
"George M. Ramsay US","unknown",0.5,6,6,"yahoo"
"George M. Ramsay Waukegan IL US","female",0.75,2,0,"yahoo"
"GEORGE N. MANNING MOSS BEACH CA US","male",0.666666667,0,1,"yahoo"
"GEORGE N. MANNING US","male",1,0,1,"google"
"George P. Teitelbaum US","male",1,0,1,"google"
"George Paul Baker US","male",1,0,4,"ask"
"George Reyes US","male",1,0,8,"google"
"GEORGE SACHS ENCINO CA US","male",0.75,0,2,"yahoo"
"George Sachs US","male",1,0,1,"ask"
"GEORGE SACHS US","male",1,0,1,"google"
"George Stamatoyannopoulos US","male",1,0,5,"ask"
"George Teofilius Bertram US","male",1,0,2,"google"
"George Walter Koszalka US","male",1,0,2,"ask"
"GEORGE WEGMANN FR","male",0.666666667,1,2,"google"
"GEORGE WEGMANN PARIS FR","male",0.666666667,1,3,"yahoo"
"Georges Kayanakis FR","male",1,0,2,"google"
"Georges Marie Calon NL","female",1,1,0,"ask"
"GEORGES PILLET FR","male",1,0,1,"google"
"Georgy Borisovich Elyakov RU","male",1,0,1,"google"
"Gerald A. Walter US","male",1,0,1,"google"
"Gerald Bacher DE","unknown",0.5,1,1,"google"
